,user_id,book_id,book_rating
636068,153662,1879,5.0
691481,168245,1879,4.0
839438,203240,1879,3.5
967773,233976,1879,4.0
164079,36269,1909,5.0
394973,95287,1909,3.5
431781,102967,1909,4.0
479641,114444,1909,4.5
693480,168954,1909,2.5
984708,236587,1909,3.5
1033559,246776,1909,4.5
320835,76499,1911,5.0
485900,115490,1911,4.0
956593,231210,1911,4.0
17446,3167,1195,4.5
23453,5385,1195,5.0
31684,7346,1195,4.0
47619,11676,1195,4.0
59311,11788,1195,4.5
59531,11944,1195,4.0
63048,12824,1195,3.5
63674,12982,1195,4.0
69636,14521,1195,5.0
91101,20201,1195,4.0
93641,21014,1195,2.5
100537,23571,1195,5.0
104194,23902,1195,3.5
111586,25919,1195,4.5
112547,26057,1195,4.5
113126,26240,1195,3.0
124962,28634,1195,4.5
125395,28667,1195,1.5
126875,29259,1195,2.5
127941,29539,1195,3.5
143589,32195,1195,3.5
156242,35857,1195,4.5
173687,37712,1195,4.0
178288,38718,1195,3.5
183935,40330,1195,5.0
187189,41084,1195,4.5
190856,42162,1195,3.5
191667,42419,1195,5.0
196273,43687,1195,3.5
203654,46398,1195,4.0
204901,46892,1195,2.5
209710,48579,1195,5.0
212108,49212,1195,4.0
220182,51627,1195,3.0
220845,51883,1195,3.5
229678,52994,1195,2.5
229897,53140,1195,5.0
231626,53418,1195,4.5
233142,53846,1195,3.5
242398,55789,1195,4.0
245530,56399,1195,5.0
251619,57302,1195,4.0
258207,59933,1195,4.0
268151,62239,1195,2.5
270360,62891,1195,4.0
276262,64629,1195,3.5
281422,66942,1195,4.5
287690,68984,1195,2.5
298178,70594,1195,4.0
298556,70666,1195,3.5
301416,71752,1195,4.0
315700,76168,1195,5.0
315890,76223,1195,4.0
335586,79854,1195,4.5
338613,80810,1195,3.5
346162,82808,1195,3.5
348164,83135,1195,4.0
356554,85992,1195,4.5
388237,93629,1195,3.0
395720,95359,1195,4.5
400370,96357,1195,3.5
400676,96448,1195,4.0
421206,100694,1195,3.5
437836,104665,1195,2.5
438757,105028,1195,4.0
439003,105058,1195,3.5
456364,109779,1195,4.0
460885,110700,1195,3.5
469731,112173,1195,2.5
488369,116249,1195,4.0
490565,116931,1195,3.0
492295,117557,1195,4.0
494094,118484,1195,5.0
498374,120155,1195,4.5
501328,121251,1195,3.5
503065,122086,1195,4.5
507396,123544,1195,3.5
508827,123883,1195,2.5
513632,124597,1195,2.5
514614,124888,1195,3.5
521090,126388,1195,4.5
533358,128835,1195,4.0
553075,132851,1195,5.0
559757,135045,1195,4.5
563596,135359,1195,4.5
580339,139827,1195,4.5
582476,140223,1195,3.5
593801,143211,1195,3.5
621508,150554,1195,5.0
630333,153211,1195,4.0
631875,153653,1195,5.0
654937,158606,1195,4.5
663422,161037,1195,3.5
668366,162639,1195,4.5
675130,164323,1195,3.5
734529,177458,1195,4.0
750015,181452,1195,5.0
753393,182101,1195,5.0
755308,182847,1195,4.0
759244,183740,1195,4.0
765164,185233,1195,4.5
775715,187624,1195,5.0
777352,188027,1195,3.5
779893,189139,1195,3.5
805671,196018,1195,2.5
810475,196858,1195,4.0
824012,198930,1195,3.5
836962,202277,1195,4.0
838359,203017,1195,4.5
840069,203441,1195,5.0
861301,208406,1195,4.5
865394,209373,1195,4.0
866783,209625,1195,2.5
869613,210485,1195,4.0
890232,214786,1195,5.0
890747,214879,1195,4.0
900693,217986,1195,4.0
902433,218568,1195,3.0
914982,223087,1195,2.5
919343,224146,1195,4.0
920280,224349,1195,4.0
924748,225087,1195,5.0
932473,226349,1195,4.5
933108,226545,1195,2.5
935441,226879,1195,4.0
948594,229632,1195,2.5
948985,229741,1195,3.5
958152,231351,1195,5.0
964214,232945,1195,4.0
969877,234623,1195,2.5
973110,234828,1195,4.5
988007,237534,1195,4.5
989153,238065,1195,5.0
993645,238739,1195,4.0
997699,239535,1195,3.0
1002342,240567,1195,3.5
1006364,241666,1195,5.0
1006935,241885,1195,4.5
1015778,243312,1195,2.5
1023419,245410,1195,3.5
1034457,247129,1195,3.5
1056378,252233,1195,3.0
1062655,253949,1195,3.5
1068063,255078,1195,3.0
1077595,257707,1195,5.0
1085275,259629,1195,4.0
1090422,261528,1195,4.5
1090548,261603,1195,3.5
1122137,269439,1195,4.0
1122756,269566,1195,3.5
1135549,273086,1195,5.0
1135687,273089,1195,5.0
1138260,274004,1195,3.5
1143003,274644,1195,5.0
1144200,275075,1195,4.5
1144905,275306,1195,3.0
17027,2977,1915,4.5
155337,35704,1915,4.0
359201,86408,1915,4.0
422489,100906,1915,2.5
466195,111241,1915,4.0
476494,114007,1915,4.5
485328,115435,1915,4.0
505705,123056,1915,4.0
579750,139586,1915,3.0
670655,163072,1915,5.0
733981,177432,1915,3.5
871686,210959,1915,4.5
982468,236267,1915,4.0
991911,238540,1915,3.5
1006420,241666,1915,5.0
1078088,258011,1915,4.5
1127375,270605,1915,5.0
1129079,270897,1915,4.0
67286,13850,1923,4.5
69468,14456,1923,5.0
80841,16795,1923,4.0
162765,35859,1923,5.0
232094,53575,1923,3.0
251820,57398,1923,4.5
413207,98723,1923,4.0
440913,105517,1923,3.5
474377,113519,1923,4.5
592970,143163,1923,5.0
621460,150516,1923,3.5
789120,190885,1923,3.5
13081,1548,1935,0.5
311008,74689,1935,1.0
331111,78834,1935,3.5
924473,225078,1935,2.0
1022307,245157,1935,4.0
13082,1548,1938,3.0
45724,11676,1938,4.5
503419,122429,1938,3.5
612998,148258,1938,3.5
13086,1548,1947,2.5
17447,3167,1947,3.5
22351,4622,1947,2.0
47676,11676,1947,5.0
59312,11788,1947,4.5
86019,18203,1947,4.0
89765,19969,1947,1.5
127984,29570,1947,4.0
151174,34300,1947,2.5
151800,34588,1947,3.5
179771,39227,1947,3.5
181534,39523,1947,3.5
187130,41080,1947,3.0
190742,42099,1947,5.0
204904,46892,1947,2.5
210710,49109,1947,5.0
212498,49392,1947,2.5
220854,51883,1947,3.5
237491,55398,1947,3.0
253195,58142,1947,3.0
289633,69211,1947,4.5
291574,69405,1947,4.0
298562,70666,1947,3.0
301417,71752,1947,3.0
325430,77480,1947,4.0
366772,88029,1947,3.5
393100,94931,1947,2.5
400677,96448,1947,3.5
439007,105058,1947,3.5
441928,105937,1947,4.5
446895,107109,1947,2.5
460888,110700,1947,5.0
507008,123460,1947,2.5
520264,125917,1947,2.5
559769,135045,1947,4.0
575912,138543,1947,3.5
599617,144619,1947,3.5
626995,152186,1947,4.0
657870,159506,1947,3.0
664332,161348,1947,3.0
665806,161882,1947,4.0
677687,164926,1947,3.5
699069,170401,1947,3.0
726057,175100,1947,4.0
748987,181176,1947,4.0
750018,181452,1947,3.5
750802,181870,1947,5.0
755309,182847,1947,3.5
764112,184918,1947,4.0
780357,189320,1947,3.5
783494,189747,1947,3.0
832226,201290,1947,3.5
835359,201776,1947,4.5
838990,203161,1947,4.5
839193,203240,1947,4.0
840759,203764,1947,4.0
865408,209373,1947,4.0
875471,211971,1947,3.5
900694,217986,1947,4.0
912051,222204,1947,4.5
924758,225087,1947,5.0
932474,226349,1947,3.5
960239,232047,1947,2.0
960269,232052,1947,5.0
979499,235684,1947,2.5
991023,238231,1947,4.5
1040656,248850,1947,4.5
1050003,251097,1947,3.0
1085282,259629,1947,2.5
1090423,261528,1947,4.0
1090551,261603,1947,4.0
1101883,264464,1947,1.5
1135555,273086,1947,4.5
1144201,275075,1947,4.5
13087,1548,1931,4.0
34605,8245,1931,4.0
47728,11676,1931,3.5
60657,12316,1931,4.5
103043,23847,1931,4.5
122009,28177,1931,4.5
173692,37712,1931,3.5
275734,64436,1931,3.5
305035,73044,1931,4.0
421088,100648,1931,3.5
466869,111637,1931,2.0
553417,133041,1931,4.0
607415,146734,1931,3.5
785907,189973,1931,4.0
803094,195100,1931,1.5
848161,204936,1931,3.5
1080785,258534,1931,2.5
1120536,268932,1931,2.5
13088,1548,1940,3.5
237310,55272,1940,3.0
271561,63323,1940,4.5
315164,76019,1940,4.0
563535,135351,1940,2.5
757809,183196,1940,4.5
852282,206016,1940,3.5
939957,227520,1940,4.0
958099,231340,1940,4.0
964934,233117,1940,4.0
1097454,263413,1940,4.0
1138851,274061,1940,5.0
13093,1548,1945,4.0
49375,11676,1945,4.0
62975,12784,1945,5.0
88903,19664,1945,4.5
93800,21014,1945,4.0
98556,22625,1945,4.5
115604,26544,1945,4.5
125472,28709,1945,4.5
195976,43619,1945,4.0
197784,43910,1945,4.0
207233,47807,1945,3.5
230919,53241,1945,3.5
258839,60050,1945,3.0
265810,61427,1945,4.0
279743,66387,1945,1.5
280641,66680,1945,2.5
298996,70878,1945,4.5
303435,72523,1945,3.5
368202,88574,1945,3.5
383731,92979,1945,0.5
391170,94529,1945,3.5
396012,95359,1945,3.0
442390,105979,1945,2.5
454158,108950,1945,4.0
479994,114544,1945,3.5
490496,116904,1945,4.5
493041,117925,1945,3.5
530261,127866,1945,1.0
571919,137513,1945,4.0
574263,138176,1945,5.0
577187,138844,1945,3.5
598616,144516,1945,2.5
630840,153365,1945,4.0
668571,162639,1945,3.5
771802,186848,1945,4.0
776470,187863,1945,4.0
795855,192710,1945,2.5
896382,216829,1945,2.5
904346,219301,1945,2.0
912251,222210,1945,2.5
921303,224430,1945,4.5
935947,226965,1945,5.0
939789,227467,1945,5.0
968577,234359,1945,3.5
978069,235282,1945,4.5
1009484,242143,1945,4.5
1038056,248280,1945,2.5
1102166,264543,1945,3.5
1103596,264996,1945,3.5
1107732,265751,1945,4.0
1114761,267334,1945,3.0
1121193,269140,1945,4.0
13094,1548,1933,3.5
26157,6251,1933,4.5
44217,11601,1933,5.0
440731,105517,1933,3.5
533642,128835,1933,5.0
685346,166825,1933,2.5
776622,187922,1933,3.0
1094648,262635,1933,2.0
13097,1548,1941,4.0
186406,40943,1941,5.0
549704,131837,1941,2.5
635541,153662,1941,5.0
823804,198781,1941,4.0
864837,209160,1941,3.0
1075487,257204,1941,4.0
13098,1548,1950,4.5
384708,93047,1950,3.5
516238,125039,1950,4.0
869845,210485,1950,5.0
1044210,249894,1950,4.5
1111504,266522,1950,4.0
13099,1548,1951,4.5
121633,27961,1951,3.5
131696,30495,1951,5.0
173334,37644,1951,4.5
325258,77383,1951,2.5
355327,85656,1951,4.5
357462,86145,1951,5.0
422692,100906,1951,4.5
514567,124876,1951,5.0
745531,180378,1951,5.0
131015,30316,1952,2.5
243840,56213,1952,3.5
893267,215986,1952,2.5
1106781,265487,1952,4.0
16334,2766,1953,3.5
31202,7286,1953,5.0
107601,24835,1953,5.0
176330,38169,1953,4.0
203796,46398,1953,4.5
220145,51589,1953,3.0
297049,70379,1953,5.0
309549,74093,1953,4.0
351833,84476,1953,4.5
379468,91634,1953,5.0
425872,101731,1953,5.0
439690,105221,1953,4.5
482380,114988,1953,3.5
576360,138602,1953,5.0
579619,139524,1953,5.0
627201,152206,1953,5.0
690210,168047,1953,5.0
717625,173684,1953,4.5
779353,188951,1953,4.5
845138,204696,1953,4.0
865917,209464,1953,4.5
1018899,244286,1953,3.5
13113,1558,1963,4.5
60749,12362,1963,1.0
96107,21575,1963,2.0
106258,24391,1963,3.0
117747,26782,1963,2.5
192613,42847,1963,3.5
302434,72190,1963,3.0
420115,100459,1963,4.0
446918,107140,1963,4.5
451685,108267,1963,4.5
467016,111733,1963,2.0
493216,118101,1963,3.0
500033,120696,1963,3.5
522725,126736,1963,2.5
558620,134784,1963,4.0
646400,156214,1963,3.0
651381,157625,1963,4.0
892519,215709,1963,4.0
975281,235105,1963,4.0
1077085,257534,1963,3.5
1092510,262051,1963,4.5
1110904,266268,1963,3.0
13115,1558,1962,5.0
50106,11676,1962,0.5
810678,196930,1962,4.5
823732,198755,1962,4.0
1006688,241749,1962,2.5
13116,1558,1961,5.0
26251,6251,1961,1.5
27086,6398,1961,2.0
52211,11676,1961,3.0
110059,25410,1961,3.5
111697,25966,1961,4.0
183134,39773,1961,3.0
240135,55492,1961,3.5
242313,55751,1961,2.5
242383,55787,1961,4.0
252862,57976,1961,4.0
296644,70189,1961,5.0
328555,78553,1961,4.5
340254,81215,1961,2.5
396480,95359,1961,2.5
487452,115971,1961,5.0
514578,124876,1961,2.0
571316,137336,1961,4.5
693888,169192,1961,5.0
703571,171088,1961,4.0
729833,176214,1961,2.0
735052,177458,1961,3.5
750118,181532,1961,4.0
774204,187397,1961,4.0
795583,192479,1961,5.0
801357,194639,1961,2.5
852104,205980,1961,1.0
853015,206249,1961,2.5
872826,211360,1961,4.5
873584,211426,1961,5.0
908289,220688,1961,5.0
958264,231357,1961,5.0
960443,232106,1961,5.0
999705,240107,1961,4.0
1017888,243951,1961,2.5
1023956,245604,1961,2.5
1036149,247664,1961,3.5
1050406,251164,1961,4.0
1069639,255489,1961,3.5
1075598,257204,1961,5.0
1096815,263321,1961,4.0
1148364,276231,1961,2.0
41181,10447,1970,2.5
88825,19664,1970,2.5
126517,29133,1970,2.5
148782,33580,1970,3.5
157570,35859,1970,1.5
167258,36715,1970,4.5
215806,50547,1970,5.0
320466,76499,1970,2.5
323215,76803,1970,3.0
539741,129716,1970,5.0
557932,134483,1970,4.0
663684,161041,1970,3.5
690148,168047,1970,4.5
775647,187613,1970,4.0
13135,1585,1975,3.5
47187,11676,1975,4.5
60298,12154,1975,3.5
78477,16795,1975,4.0
84289,17859,1975,5.0
163056,35909,1975,4.5
187981,41245,1975,4.0
201020,45068,1975,4.0
231622,53418,1975,4.5
252185,57599,1975,4.5
387783,93453,1975,5.0
398950,95932,1975,4.5
403395,97423,1975,5.0
421487,100815,1975,4.0
442747,106007,1975,4.0
503908,122440,1975,4.0
508650,123825,1975,4.0
555192,133689,1975,4.5
639104,154075,1975,4.5
688099,167644,1975,4.5
828664,200508,1975,4.5
916950,223501,1975,4.5
931187,225989,1975,4.5
936224,227025,1975,3.5
998223,239594,1975,3.0
1036234,247739,1975,4.0
1062530,253871,1975,5.0
1124327,269677,1975,3.5
13139,1585,1983,3.0
27614,6543,1983,4.0
50179,11676,1983,4.0
89577,19842,1983,3.5
187272,41084,1983,4.0
296314,70065,1983,3.5
425454,101606,1983,4.0
494108,118484,1983,4.5
505500,122901,1983,5.0
527485,127359,1983,3.5
559925,135045,1983,4.0
561506,135149,1983,3.5
570789,137143,1983,2.0
604785,146113,1983,3.5
664239,161299,1983,3.0
667331,162311,1983,4.5
681157,165914,1983,2.5
695187,169663,1983,3.5
741402,179433,1983,4.5
1018475,244171,1983,5.0
1072278,256270,1983,3.5
1096832,263323,1983,4.5
1136724,273440,1983,4.5
13140,1585,1982,3.0
17385,3145,1982,4.0
50244,11676,1982,4.0
201450,45315,1982,4.0
254110,58497,1982,4.0
352457,84795,1982,4.0
390079,94334,1982,4.0
460624,110493,1982,3.5
482406,114988,1982,3.5
512178,124310,1982,4.0
515873,125031,1982,4.0
559008,134837,1982,4.5
665818,161882,1982,5.0
737373,178093,1982,4.5
867813,209875,1982,4.0
898388,217318,1982,5.0
921062,224360,1982,4.0
1024366,245650,1982,4.0
1049804,251019,1982,4.0
1085223,259628,1982,3.5
1106755,265487,1982,3.5
1107523,265620,1982,2.5
1117835,268156,1982,4.5
13141,1585,1985,4.0
13168,1608,1985,5.0
24798,5903,1985,4.5
34948,8253,1985,5.0
36597,8734,1985,4.5
41287,10447,1985,4.5
50421,11676,1985,5.0
66841,13664,1985,3.5
76906,16634,1985,4.0
95664,21370,1985,4.5
97130,21937,1985,4.5
121559,27947,1985,4.0
142103,31841,1985,4.5
147366,33036,1985,3.5
165728,36606,1985,4.5
211879,49154,1985,5.0
229349,52917,1985,4.0
231859,53456,1985,4.0
259324,60211,1985,2.5
290769,69355,1985,3.5
296044,70052,1985,5.0
303933,72770,1985,4.0
304019,72785,1985,3.5
340513,81274,1985,5.0
357967,86202,1985,4.5
363812,87555,1985,5.0
371228,88937,1985,3.5
384608,93047,1985,3.5
388348,93629,1985,2.0
393195,94951,1985,4.0
396208,95359,1985,5.0
399097,95932,1985,5.0
401646,96608,1985,2.5
434859,104113,1985,4.5
441155,105627,1985,3.5
461728,110912,1985,4.0
485858,115490,1985,5.0
488453,116301,1985,4.5
490504,116904,1985,4.0
504750,122793,1985,5.0
504974,122801,1985,5.0
507410,123544,1985,4.0
531078,128085,1985,4.0
539928,129716,1985,5.0
548993,131622,1985,4.0
559946,135045,1985,5.0
574686,138239,1985,5.0
579813,139607,1985,4.0
580253,139747,1985,3.5
596750,143965,1985,3.5
607727,146855,1985,5.0
642522,155147,1985,4.0
683332,166409,1985,5.0
734023,177432,1985,5.0
740747,179075,1985,4.5
769339,185671,1985,5.0
775660,187613,1985,4.5
775935,187747,1985,5.0
811453,197364,1985,5.0
814153,198012,1985,4.5
846960,204864,1985,5.0
851235,205804,1985,4.5
867188,209756,1985,4.0
882872,212923,1985,4.0
884629,213255,1985,4.0
902473,218568,1985,5.0
920514,224349,1985,4.0
921516,224435,1985,4.5
956478,231210,1985,4.0
976133,235105,1985,4.5
982068,236172,1985,3.5
992637,238557,1985,4.0
998285,239594,1985,4.5
1021147,244736,1985,3.5
1039722,248718,1985,5.0
1040512,248775,1985,3.5
1068102,255078,1985,4.0
1091747,261829,1985,4.0
1110840,266229,1985,5.0
1111069,266299,1985,2.0
1119308,268584,1985,3.0
1126822,270326,1985,3.0
1132942,271705,1985,4.5
13143,1585,1989,3.0
565758,135895,1989,2.5
626634,151991,1989,4.0
940548,227654,1989,4.5
1021624,244915,1989,4.0
1142209,274325,1989,4.0
13144,1585,1984,3.5
89376,19725,1984,4.0
136664,31094,1984,3.5
139065,31393,1984,2.5
156070,35845,1984,3.5
251091,57108,1984,4.0
442843,106007,1984,4.5
602713,145546,1984,2.5
721956,174633,1984,4.5
779796,189115,1984,3.0
862892,208668,1984,5.0
867266,209756,1984,3.0
907772,220564,1984,4.0
912664,222296,1984,4.0
916875,223454,1984,5.0
957598,231237,1984,4.0
988332,237715,1984,3.0
1041662,249223,1984,4.0
1070354,255719,1984,3.5
1099719,264082,1984,4.5
1103011,264780,1984,4.0
13145,1585,1981,3.5
42967,11231,1981,4.0
79755,16795,1981,3.5
107104,24627,1981,3.5
122575,28204,1981,2.5
212154,49212,1981,4.5
259174,60140,1981,3.5
355333,85656,1981,3.5
357469,86145,1981,2.5
370591,88738,1981,5.0
379495,91647,1981,4.0
428383,102349,1981,2.5
459081,110160,1981,5.0
635660,153662,1981,4.0
653864,158295,1981,3.0
703469,171078,1981,3.5
768737,185448,1981,1.5
925263,225087,1981,5.0
962007,232131,1981,4.0
38195,9094,1990,5.0
180516,39353,1990,5.0
190160,41841,1990,5.0
253342,58174,1990,3.5
268216,62239,1990,2.5
311815,75013,1990,4.5
331674,78834,1990,5.0
623228,150979,1990,4.0
701438,170634,1990,4.0
710745,172377,1990,3.0
723701,174897,1990,3.0
996124,238921,1990,4.5
1071692,256167,1990,4.0
1123776,269566,1990,4.0
29430,6772,1992,3.0
90841,20126,1992,4.0
205922,47316,1992,4.5
462052,110934,1992,3.0
59027,11690,1993,3.5
154667,35433,1993,5.0
251996,57449,1993,3.5
266994,61762,1993,4.0
312214,75115,1993,5.0
514293,124776,1993,2.5
530961,128077,1993,5.0
584999,141210,1993,4.0
586565,141651,1993,5.0
659321,160032,1993,4.5
904613,219420,1993,0.5
934762,226568,1993,4.5
1001658,240401,1993,5.0
1071012,255979,1993,5.0
1084156,259316,1993,1.5
1145510,275573,1993,3.5
23774,5499,221,5.0
48839,11676,221,5.0
94287,21031,221,3.0
123392,28454,221,4.0
124981,28634,221,4.5
165480,36606,221,2.5
173197,37623,221,2.5
180065,39281,221,2.5
180418,39345,221,4.0
200202,44842,221,2.5
230682,53220,221,3.0
236142,55027,221,3.0
239166,55492,221,4.5
247799,56554,221,4.5
262600,60336,221,4.0
263590,60621,221,4.0
275768,64436,221,2.5
279182,66055,221,4.0
286464,68555,221,4.5
298211,70594,221,3.5
314276,75819,221,5.0
345876,82657,221,2.0
371557,89014,221,4.5
374720,90049,221,2.5
376180,90614,221,4.0
381081,92184,221,3.0
404286,97874,221,2.5
458659,110040,221,4.5
469869,112243,221,2.0
472458,113270,221,3.5
477981,114368,221,2.5
521437,126492,221,1.5
524521,127190,221,3.5
526094,127233,221,2.5
545075,130915,221,4.0
569531,136491,221,4.0
604311,146078,221,5.0
638064,153676,221,1.5
638482,153797,221,3.5
651383,157625,221,4.0
683278,166391,221,4.0
740577,179019,221,0.5
762276,184310,221,2.5
782976,189541,221,3.5
787742,190708,221,4.0
803764,195416,221,5.0
863734,208829,221,3.0
886736,213369,221,2.5
936238,227025,221,3.5
943559,228764,221,2.0
972198,234672,221,3.5
975489,235105,221,4.0
987304,237271,221,2.5
1007126,241980,221,4.5
1041741,249305,221,2.5
1054750,251843,221,0.5
1107518,265620,221,4.0
1143042,274656,221,0.5
1147659,276017,221,4.0
36104,8680,1999,4.0
52878,11676,1999,4.5
92212,20629,1999,3.5
134324,30735,1999,5.0
180205,39281,1999,4.5
205811,47279,1999,5.0
212403,49314,1999,3.5
242384,55787,1999,3.5
258931,60079,1999,2.0
260852,60244,1999,4.5
373518,89602,1999,3.5
388735,93701,1999,5.0
568540,136348,1999,3.5
580323,139826,1999,4.5
605576,146197,1999,4.5
608040,147045,1999,2.5
685353,166825,1999,2.5
875923,212142,1999,4.0
894618,216435,1999,5.0
901782,218379,1999,4.0
977772,235146,1999,4.0
1044861,249953,1999,4.5
1108538,265889,1999,5.0
1131868,271448,1999,5.0
437449,104636,2000,3.0
720626,174304,2000,2.5
793799,191883,2000,2.0
994921,238781,2000,5.0
999490,240051,2000,2.0
1126937,270352,2000,2.0
149404,33818,2002,3.0
256120,59172,2002,5.0
396557,95359,2002,3.0
404339,97874,2002,4.0
415730,98758,2002,4.5
573460,138045,2002,4.5
611159,147847,2002,3.5
731570,176903,2002,3.0
830324,200674,2002,5.0
905868,219683,2002,3.5
917029,223501,2002,4.0
979535,235688,2002,4.0
1002456,240567,2002,2.5
1002654,240568,2002,3.0
1042603,249628,2002,3.5
1083085,259078,2002,3.5
1143633,274823,2002,4.0
13172,1608,2009,4.0
17470,3167,2009,3.5
32066,7346,2009,4.0
63596,12951,2009,4.0
313531,75591,2009,4.0
396303,95359,2009,3.5
429412,102647,2009,3.5
437288,104636,2009,4.5
438362,104796,2009,4.5
455102,109388,2009,2.5
535103,129074,2009,3.5
568944,136382,2009,3.5
667136,162219,2009,2.5
704724,171118,2009,3.0
723250,174830,2009,2.5
790542,190925,2009,4.0
841054,203799,2009,5.0
869092,210261,2009,3.5
1052666,251495,2009,3.5
1074788,257198,2009,4.5
1103151,264862,2009,3.5
13173,1608,2010,4.0
22807,4938,2010,4.0
114721,26535,2010,2.5
122508,28204,2010,4.0
160154,35859,2010,0.5
218054,51252,2010,3.5
296332,70065,2010,3.0
366010,87820,2010,3.5
369932,88733,2010,4.0
396308,95359,2010,4.0
437291,104636,2010,4.0
506080,123095,2010,4.0
513701,124597,2010,3.0
523378,126814,2010,3.5
535107,129074,2010,3.5
615029,148744,2010,4.0
624071,151143,2010,4.0
704731,171118,2010,3.0
723642,174892,2010,3.0
741980,179718,2010,4.5
838148,202885,2010,2.5
969208,234597,2010,4.5
986592,236959,2010,4.0
1041658,249223,2010,4.0
1056933,252491,2010,2.5
1079641,258185,2010,3.5
1117873,268171,2010,2.5
13174,1608,2011,4.0
51037,11676,2011,1.5
59227,11724,2011,4.0
122512,28204,2011,4.0
191821,42458,2011,4.5
239814,55492,2011,4.5
252909,57999,2011,4.0
348048,83109,2011,3.0
467237,111816,2011,4.0
535116,129074,2011,3.0
568948,136382,2011,2.5
691242,168216,2011,4.5
704739,171118,2011,3.5
727398,175529,2011,4.0
782770,189516,2011,5.0
810434,196821,2011,4.5
925171,225087,2011,2.5
1049977,251093,2011,2.0
1084551,259380,2011,4.0
36584,8734,2016,5.0
267756,62009,2016,3.5
313439,75591,2016,5.0
333434,79172,2016,5.0
505066,122867,2016,4.0
545292,131026,2016,3.5
583357,140555,2016,5.0
616202,148929,2016,3.0
689568,167812,2016,4.0
997996,239584,2016,4.0
1050399,251164,2016,3.5
1144860,275305,2016,4.0
51597,11676,7852,5.0
84117,17761,7852,4.5
91061,20180,7852,4.0
99879,23288,7852,3.5
133537,30711,7852,4.0
134298,30735,7852,5.0
150363,33974,7852,3.5
174885,37950,7852,4.0
175860,38023,7852,4.5
203916,46398,7852,3.0
216440,50730,7852,4.5
253644,58351,7852,5.0
260637,60244,7852,4.5
289484,69156,7852,3.5
291478,69389,7852,4.0
308088,73588,7852,2.5
351310,84126,7852,4.0
357993,86202,7852,3.5
398675,95921,7852,4.0
399534,95991,7852,3.5
403972,97754,7852,4.0
416004,98787,7852,3.5
420931,100644,7852,4.0
435371,104211,7852,4.0
437349,104636,7852,4.0
438319,104759,7852,3.5
441975,105937,7852,4.5
444451,106369,7852,4.5
447168,107244,7852,5.0
447626,107301,7852,4.0
451087,108005,7852,4.0
512019,124259,7852,3.0
532877,128696,7852,3.0
554355,133557,7852,4.5
580841,139913,7852,2.0
581334,140000,7852,3.5
586855,141710,7852,3.5
587657,141901,7852,3.5
598255,144318,7852,4.0
644369,155778,7852,4.5
646979,156269,7852,4.0
650534,157273,7852,4.0
666610,162052,7852,5.0
675236,164323,7852,4.0
692308,168388,7852,4.0
704849,171118,7852,2.5
708160,171986,7852,3.5
712668,172742,7852,5.0
723280,174830,7852,4.0
727455,175536,7852,3.5
730953,176716,7852,4.0
731507,176902,7852,4.5
837050,202277,7852,3.5
854346,206563,7852,5.0
861467,208406,7852,4.0
863057,208671,7852,3.5
938875,227447,7852,4.5
956692,231210,7852,3.5
957595,231237,7852,5.0
959653,231857,7852,4.0
965436,233430,7852,4.0
984264,236340,7852,2.5
1017718,243930,7852,4.0
1073868,256843,7852,4.5
1081025,258534,7852,4.5
1081862,258884,7852,2.5
1103155,264862,7852,3.5
1117103,268032,7852,4.0
1140517,274301,7852,5.0
29919,7079,2021,5.0
51665,11676,2021,5.0
60435,12209,2021,5.0
86355,18366,2021,4.5
109025,25131,2021,4.5
185212,40885,2021,5.0
188176,41364,2021,2.5
198043,43962,2021,4.0
229754,53042,2021,4.0
234455,54290,2021,4.0
258156,59912,2021,4.5
268643,62316,2021,5.0
282791,67403,2021,5.0
290882,69355,2021,4.0
314042,75749,2021,3.5
392393,94886,2021,3.5
416007,98787,2021,4.5
416765,99026,2021,5.0
433594,103336,2021,4.5
439635,105214,2021,5.0
444743,106553,2021,4.0
453687,108773,2021,5.0
474741,113618,2021,2.5
485366,115435,2021,3.0
578691,139243,2021,4.0
591698,142623,2021,4.0
600224,144910,2021,2.5
624266,151370,2021,3.5
640523,154553,2021,5.0
654361,158344,2021,4.5
664795,161511,2021,4.5
699659,170513,2021,3.0
717490,173679,2021,4.0
737601,178151,2021,5.0
776120,187763,2021,5.0
804000,195469,2021,4.0
831725,201042,2021,5.0
892129,215498,2021,3.5
901200,218121,2021,4.0
902231,218552,2021,2.5
903151,218721,2021,3.5
919715,224249,2021,5.0
949448,229899,2021,5.0
958297,231374,2021,5.0
977771,235146,2021,5.0
1036928,247868,2021,4.0
1066475,254690,2021,3.5
1097838,263460,2021,3.0
1111757,266642,2021,4.5
1137289,273805,2021,5.0
59529,11944,2023,3.0
75996,16492,2023,3.5
389552,94209,2023,4.0
436797,104604,2023,4.0
445969,106988,2023,1.5
772492,187145,2023,4.0
863226,208674,2023,3.0
914826,223066,2023,2.5
984811,236621,2023,3.0
60152,12100,2026,3.5
72362,15408,2026,4.0
422848,100906,2026,4.0
444471,106388,2026,2.0
538498,129399,2026,2.5
540057,129716,2026,5.0
639898,154346,2026,4.0
838288,202963,2026,4.5
912714,222296,2026,4.0
998324,239594,2026,4.5
1021338,244761,2026,4.0
1022741,245295,2026,4.5
1078096,258011,2026,5.0
13203,1660,2032,3.0
