Unnamed: 0,user_id,age,country,state
12264,1129,53.0, usa,0
17526,3192,, usa,0
26931,6333,45.0, usa,0
29190,6689,, usa,0
83915,17667,33.0, usa,0
85174,18067,33.0, malaysia,10
89844,19974,30.0, united kingdom,3
91354,20250,36.0, usa,0
125588,28790,28.0, usa,0
130084,30273,25.0, usa,0
146206,32773,28.0, usa,0
167616,36807,27.0, usa,0
185766,40934,, usa,0
203233,46312,9.0, usa,0
212814,49460,37.0, usa,0
229797,53069,,,
231078,53278,34.0, canada,1
236446,55142,47.0, usa,0
242728,55892,45.0, usa,0
254447,58641,21.0, usa,0
265230,61146,24.0, usa,0
276879,65004,24.0, usa,0
285513,68249,50.0, usa,0
353899,85426,23.0, usa,0
378946,91428,27.0, usa,0
397134,95492,, canada,1
451264,108130,25.0, usa,0
451488,108197,25.0, usa,0
500811,121081,, usa,0
563520,135351,23.0, usa,0
564722,135673,26.0, iceland,
631035,153513,31.0, usa,0
658435,159802,, canada,1
667847,162590,, canada,1
680483,165758,, canada,1
692471,168464,11.0, usa,0
740081,178920,31.0, usa,0
753605,182202,20.0, usa,0
824002,198930,21.0, usa,0
826299,199772,, usa,0
839637,203280,28.0, australia,4
839843,203380,38.0, united kingdom,3
849893,205487,36.0, usa,0
876975,212645,21.0, usa,0
1024243,245649,27.0, usa,0
1044908,249958,12.0, usa,0
1064181,254417,36.0, usa,0
1077656,257777,, usa,0
1110809,266229,24.0, usa,0
1133784,272202,, usa,0
1142886,274618,10.0, usa,0
1148683,276463,26.0, usa,0
869,277107,57.0, usa,0
36403,8681,34.0, usa,0
64107,13080,22.0, canada,1
283639,67663,47.0,,
337240,80477,39.0, usa,0
442892,106007,29.0, usa,0
486067,115490,, usa,0
492962,117873,50.0, usa,0
563696,135360,39.0, usa,0
706692,171445,37.0, usa,0
797216,193482,49.0, usa,0
905636,219597,59.0, usa,0
912783,222296,, usa,0
977866,235206,56.0, usa,0
1056574,252292,32.0, canada,1
276937,65032,17.0, usa,0
286028,68436,49.0, usa,0
152506,34932,, usa,0
164992,36562,23.0, usa,0
222808,52141,32.0, usa,0
241776,55607,, usa,0
254873,58877,, canada,1
289342,69089,28.0, australia,4
379107,91491,26.0, finland,15
399465,95991,28.0, usa,0
438581,104925,44.0, usa,0
573257,137968,73.0, usa,0
644293,155743,, usa,0
777298,188022,, usa,0
898290,217313,, usa,0
915365,223132,49.0, usa,0
1105262,265194,25.0, usa,0
1126139,269945,57.0, usa,0
440482,105476,22.0, spain,5
470069,112401,49.0, australia,4
600707,145145,25.0, spain,5
717510,173679,27.0, germany,2
852936,206219,19.0, spain,5
979008,235442,21.0, spain,5
60086,12081,19.0, germany,2
129892,30245,41.0, usa,0
155160,35532,37.0, usa,0
280647,66680,67.0, usa,0
428236,102284,71.0, usa,0
435327,104211,39.0, usa,0
474695,113602,52.0, usa,0
512966,124487,, usa,0
736931,177862,33.0, canada,1
965724,233543,58.0, usa,0
1137478,273905,35.0, usa,0
4304,278390,35.0, usa,0
154202,35188,, usa,0
185097,40798,, usa,0
251240,57157,, usa,0
252656,57833,58.0, usa,0
451290,108141,, usa,0
694588,169357,64.0, usa,0
1002032,240484,56.0, usa,0
2411,277629,50.0, usa,0
23066,5207,34.0, usa,0
35721,8487,30.0, usa,0
36841,8801,24.0, usa,0
99256,22936,23.0, usa,0
113092,26231,36.0, canada,1
126294,29101,38.0, usa,0
139179,31412,36.0, usa,0
145278,32516,44.0, usa,0
178294,38718,,,
190069,41841,, canada,1
209334,48494,51.0, usa,0
209947,48743,,,
210145,48911,57.0, usa,0
229325,52917,42.0, usa,0
242438,55799,, canada,1
243875,56246,37.0, canada,1
270015,62862,47.0, usa,0
302729,72282,50.0, canada,1
315794,76173,71.0, canada,1
359408,86489,26.0, usa,0
378160,91203,30.0, united kingdom,3
418941,99996,43.0, canada,1
427837,102220,54.0, mexico,
438614,104939,43.0, usa,0
476825,114178,30.0, japan,19
480814,114813,, usa,0
487772,116090,, usa,0
491837,117418,,,
493673,118320,29.0, canada,1
493871,118418,, usa,0
498569,120332,41.0, france,6
512082,124298,25.0, usa,0
535743,129114,40.0, usa,0
549032,131657,, canada,1
557338,134247,26.0, usa,0
595677,143497,36.0, usa,0
623730,151104,, usa,0
665814,161882,49.0, canada,1
754759,182599,35.0, canada,1
758960,183540,35.0, usa,0
782556,189474,41.0, usa,0
794871,192191,, canada,1
805938,196047,55.0, usa,0
809846,196621,58.0, usa,0
823769,198767,65.0, usa,0
853425,206423,, usa,0
871342,210838,66.0, usa,0
871913,211041,30.0, canada,1
887636,213664,, usa,0
898106,217212,65.0, usa,0
898370,217318,, canada,1
910108,221543,46.0, usa,0
914018,222743,36.0, usa,0
958970,231823,, canada,1
966442,233867,25.0, usa,0
972199,234672,53.0, usa,0
1017702,243930,43.0, france,6
1020518,244685,,,
1023983,245616,28.0, usa,0
1050966,251352,, usa,0
1101630,264349,, usa,0
1107521,265620,56.0, usa,0
1115641,267635,69.0, usa,0
1121524,269273,, usa,0
1127382,270605,, usa,0
400262,96320,51.0, usa,0
453510,108752,31.0, usa,0
467387,111847,38.0, usa,0
520686,126196,36.0, usa,0
531258,128122,37.0, usa,0
591575,142579,, usa,0
652309,158033,24.0, usa,0
661792,160541,, united kingdom,3
750865,181896,53.0, usa,0
836712,202195,36.0, usa,0
895637,216670,, usa,0
1009678,242245,41.0, usa,0
1020197,244627,32.0, usa,0
1020461,244676,24.0, usa,0
1078263,258107,28.0, usa,0
1081596,258690,, canada,1
729675,176114,53.0, usa,0
939798,227467,, usa,0
1136861,273507,41.0, usa,0
593052,143175,28.0, usa,0
1023797,245534,, canada,1
27297,6532,, canada,1
100534,23571,41.0, usa,0
680383,165669,45.0, canada,1
848114,204909,, usa,0
958350,231393,28.0, canada,1
1044846,249953,, canada,1
31162,7286,28.0, usa,0
65497,13380,16.0, usa,0
89437,19760,23.0, usa,0
95924,21484,21.0, usa,0
98265,22521,18.0, usa,0
98425,22624,28.0, usa,0
126638,29209,, usa,0
127568,29394,, usa,0
145480,32599,17.0, usa,0
154885,35445,31.0, usa,0
170726,36978,, usa,0
175216,37968,50.0, usa,0
212496,49392,28.0, usa,0
220140,51589,, usa,0
222983,52199,47.0, usa,0
325763,77585,, usa,0
328682,78564,23.0, usa,0
341301,81492,28.0, usa,0
381306,92316,19.0, usa,0
399754,96054,29.0, canada,1
425851,101731,, canada,1
451533,108213,55.0, usa,0
467562,111944,23.0, usa,0
479524,114444,34.0, usa,0
497599,119884,14.0, usa,0
539364,129572,19.0, usa,0
557443,134264,, usa,0
578544,139209,23.0, usa,0
595116,143415,50.0, usa,0
597539,144151,, usa,0
601058,145198,28.0, usa,0
607888,146932,30.0, usa,0
648492,156706,19.0, usa,0
690923,168144,46.0, usa,0
727688,175636,46.0, usa,0
791649,191072,46.0, usa,0
796519,193248,32.0, usa,0
800521,194519,28.0, france,6
845087,204676,, usa,0
854943,206691,28.0, usa,0
858001,207488,20.0, usa,0
883878,213119,20.0, canada,1
884156,213150,, usa,0
926969,225411,, canada,1
941788,228021,32.0, usa,0
942080,228181,, usa,0
944817,228998,41.0, usa,0
958288,231374,20.0, canada,1
981687,236097,, usa,0
1006748,241791,27.0, usa,0
1015199,243088,15.0, usa,0
1029112,246000,20.0, usa,0
1031302,246617,27.0, united kingdom,3
1057077,252560,18.0, usa,0
1061764,253797,40.0, usa,0
1093543,262399,48.0, usa,0
1115814,267645,18.0, usa,0
1135544,273086,33.0, usa,0
25620,6242,, canada,1
255372,59059,19.0, usa,0
321379,76530,55.0, usa,0
401364,96528,, usa,0
488910,116549,44.0, usa,0
643095,155219,29.0, usa,0
702645,170866,, usa,0
733355,177284,30.0, usa,0
738369,178201,,,
874065,211430,28.0, canada,1
911,277157,70.0, usa,0
178327,38725,, canada,1
244811,56307,, usa,0
300787,71628,, usa,0
326470,77816,72.0, usa,0
570680,137118,, usa,0
840745,203764,48.0, usa,0
164303,36307,, usa,0
302763,72287,34.0, usa,0
348874,83383,67.0, usa,0
376207,90616,, usa,0
424590,101304,68.0, usa,0
814897,198355,, canada,1
858581,207616,53.0,,
937132,227292,, usa,0
989111,238057,, usa,0
1061424,253657,, usa,0
89211,19711,, usa,0
638790,153950,, usa,0
662567,160746,, usa,0
736423,177683,, usa,0
1046773,250398,50.0, usa,0
1967,277439,65.0, usa,0
120751,27740,57.0, usa,0
210442,48995,44.0, usa,0
780246,189235,, usa,0
1016142,243448,62.0, usa,0
1037535,248098,38.0, usa,0
1046555,250368,, usa,0
1058674,252806,37.0, usa,0
1095028,262894,, usa,0
311720,74920,56.0, canada,1
506487,123228,61.0, usa,0
524523,127190,57.0, usa,0
738994,178522,,,
21431,4197,61.0, usa,0
927726,225686,16.0, usa,0
254058,58473,51.0, usa,0
263157,60439,, usa,0
566652,136071,44.0, usa,0
729816,176214,34.0, usa,0
896436,216869,53.0, usa,0
389184,93985,65.0, usa,0
872478,211303,43.0, usa,0
177199,38457,, usa,0
336234,79977,35.0, usa,0
350871,84024,37.0, usa,0
592601,143009,30.0, usa,0
1081236,258553,, usa,0
1114256,267180,55.0, usa,0
127584,29408,56.0, usa,0
163230,35925,22.0, usa,0
451452,108158,46.0, usa,0
469363,112069,38.0, usa,0
876913,212631,57.0, usa,0
199222,44566,, usa,0
461612,110912,36.0, usa,0
502546,121825,, usa,0
570077,136735,57.0, usa,0
630289,153174,55.0, usa,0
646428,156214,59.0, usa,0
865346,209371,, usa,0
906446,219974,57.0, usa,0
960325,232067,, usa,0
123377,28451,31.0, usa,0
129660,30120,, usa,0
198563,44295,33.0, usa,0
515747,124989,46.0, usa,0
750690,181796,33.0, usa,0
1135907,273113,18.0, usa,0
29879,7056,31.0, canada,1
31422,7312,23.0, usa,0
155942,35836,34.0, usa,0
201015,45064,, usa,0
495441,119227,37.0, usa,0
559626,135043,, usa,0
589300,142212,64.0, usa,0
957774,231255,, canada,1
26869,6323,35.0, usa,0
359373,86481,29.0, usa,0
664659,161467,41.0, usa,0
714295,173018,, new zealand,13
825575,199416,65.0,,
1047436,250506,, usa,0
352477,84795,,,
568549,136348,51.0, usa,0
580866,139913,54.0, usa,0
969432,234614,, usa,0
100737,23619,34.0, usa,0
183186,39773,49.0, usa,0
218573,51365,48.0, usa,0
267549,61901,63.0, usa,0
624210,151303,49.0, usa,0
644122,155580,61.0, usa,0
923324,224764,, usa,0
149400,33818,29.0, canada,1
471762,112914,, usa,0
500301,120829,, usa,0
517026,125216,28.0, usa,0
739752,178733,43.0, usa,0
999394,240035,, usa,0
221833,51883,31.0, usa,0
491726,117384,29.0, far away...,
1048184,250709,, usa,0
42349,10836,, usa,0
131382,30461,, usa,0
270240,62881,39.0, usa,0
498697,120396,46.0, usa,0
694518,169309,, usa,0
769741,185795,57.0, usa,0
1116302,267897,43.0, usa,0
1010,277171,54.0, usa,0
220456,51742,, usa,0
290772,69355,, usa,0
420394,100460,31.0, usa,0
718925,174072,, usa,0
982478,236267,30.0, usa,0
1036821,247852,, usa,0
555139,133682,, usa,0
755697,182987,, spain,5
795446,192428,34.0, usa,0
899439,217458,43.0, usa,0
1034333,247060,, usa,0
1041744,249305,54.0, usa,0
212402,49314,, usa,0
298615,70666,18.0, usa,0
500378,120873,59.0, usa,0
522605,126726,34.0, usa,0
553266,132930,29.0, united kingdom,3
574865,138330,, usa,0
574942,138380,, usa,0
658906,159858,37.0, usa,0
823792,198776,35.0, usa,0
907773,220564,28.0, usa,0
964762,232990,26.0, usa,0
3960,278188,34.0, usa,0
248059,56661,, usa,0
903705,219008,60.0, canada,1
1021450,244814,26.0, usa,0
1126133,269940,29.0,,
1140600,274301,41.0, australia,4
23034,5163,, usa,0
34809,8250,34.0, usa,0
135277,30887,38.0, usa,0
171156,37164,30.0, usa,0
173034,37571,28.0, usa,0
179236,38922,17.0, usa,0
180512,39353,11.0, canada,1
213384,49753,14.0, usa,0
274947,64185,20.0, usa,0
303529,72530,42.0, usa,0
326014,77772,13.0, usa,0
328869,78673,, usa,0
349201,83496,, usa,0
356565,85992,18.0, usa,0
456677,109899,, usa,0
506707,123298,19.0, usa,0
550986,132171,54.0, usa,0
607475,146781,52.0, usa,0
721567,174501,, usa,0
731376,176887,30.0, united kingdom,3
851408,205878,34.0, usa,0
903556,218976,19.0, usa,0
999197,239946,, canada,1
1010052,242299,25.0, usa,0
1066468,254690,33.0, canada,1
223929,52320,, hong kong,
251723,57379,35.0, usa,0
326345,77809,29.0, usa,0
501484,121264,, usa,0
739978,178890,, spain,5
1047347,250461,32.0, usa,0
1131449,271306,39.0, usa,0
25434,6238,38.0," west yorkshire, united kingdom",
69083,14422,, usa,0
107170,24641,, usa,0
144510,32275,73.0, usa,0
144638,32417,66.0, costa rica,
148119,33307,29.0, spain,5
150863,34075,25.0, usa,0
220004,51526,34.0, usa,0
222665,52044,46.0, usa,0
243685,56157,36.0, usa,0
270474,62891,27.0, usa,0
309813,74187,26.0, usa,0
312342,75119,58.0, usa,0
350474,83775,, usa,0
360161,86792,37.0, usa,0
378351,91263,24.0, usa,0
455367,109461,30.0, usa,0
487467,115973,, usa,0
527983,127404,, usa,0
532904,128696,34.0, united kingdom,3
567729,136240,20.0, usa,0
625537,151780,26.0, usa,0
737606,178151,58.0, usa,0
791577,191014,, usa,0
830750,200772,28.0,,
891036,214935,27.0, usa,0
898122,217223,, usa,0
927583,225617,, usa,0
1018180,244070,47.0, usa,0
1079130,258160,23.0, usa,0
1099853,264085,24.0, portugal,7
1102269,264555,29.0, italy,11
1110409,266226,, usa,0
1126836,270326,, usa,0
1143155,274701,23.0, canada,1
1148437,276291,28.0, usa,0
264625,60944,, usa,0
570223,136829,33.0, canada,1
604365,146083,29.0, usa,0
740602,179019,,,
782982,189541,, usa,0
954830,230712,61.0, usa,0
980789,235895,, usa,0
1011344,242499,, canada,1
1080497,258459,, usa,0
529683,127564,, usa,0
613758,148586,, canada,1
986664,236959,35.0, usa,0
58934,11687,47.0, canada,1
67568,13973,18.0, usa,0
91653,20388,40.0, usa,0
97770,22252,38.0, usa,0
121622,27956,36.0, usa,0
139015,31393,, usa,0
149446,33826,, usa,0
155246,35631,, usa,0
204522,46541,, canada,1
212375,49313,, usa,0
216114,50570,29.0, canada,1
273995,63938,, usa,0
327516,78015,32.0, usa,0
426732,101876,38.0, usa,0
460943,110746,59.0, united kingdom,3
493030,117925,40.0, usa,0
514432,124874,32.0, usa,0
514697,124915,, canada,1
515839,125031,,,
521878,126604,27.0, usa,0
570645,137077,43.0, usa,0
585733,141491,47.0, usa,0
757458,183132,, usa,0
794826,192185,52.0, usa,0
854301,206563,45.0, usa,0
874643,211770,23.0, usa,0
919833,224303,, usa,0
924059,224927,38.0, usa,0
946211,229013,30.0, usa,0
982495,236269,21.0, usa,0
1002899,240677,56.0, usa,0
1102106,264543,, usa,0
1119841,268691,37.0, usa,0
106398,24433,37.0, netherlands,8
163431,35998,25.0, usa,0
360301,86835,,,
531812,128331,24.0, usa,0
571209,137283,36.0, canada,1
654855,158567,39.0, canada,1
984710,236587,, usa,0
72248,15408,34.0, usa,0
618726,149907,42.0, usa,0
884759,213312,47.0, usa,0
1061451,253668,21.0, canada,1
1146994,275970,46.0, usa,0
256293,59180,55.0, usa,0
383760,92979,, usa,0
488130,116183,, usa,0
988841,237917,38.0, usa,0
303151,72379,, usa,0
311966,75081,29.0, usa,0
340297,81216,, usa,0
391833,94840,38.0, usa,0
1022259,245128,23.0, malaysia,10
1034505,247129,26.0, malaysia,10
1111337,266466,45.0, usa,0
1120731,268932,38.0, canada,1
9056,278552,26.0, usa,0
10290,254,24.0, usa,0
10614,424,29.0, usa,0
17089,2977,25.0, usa,0
59142,11718,, usa,0
60306,12154,41.0, usa,0
84503,17906,61.0, usa,0
108154,24921,29.0, usa,0
109177,25216,33.0, usa,0
164108,36288,27.0, usa,0
167695,36817,29.0, usa,0
170497,36907,39.0, canada,1
172101,37454,24.0, usa,0
191608,42408,20.0, usa,0
195262,43282,, canada,1
257339,59554,42.0, usa,0
272445,63643,24.0, usa,0
282534,67354,30.0, usa,0
310802,74630,20.0, canada,1
333379,79110,, usa,0
364979,87712,19.0, canada,1
367276,88229,44.0, usa,0
378761,91342,29.0, qatar,
386072,93092,22.0, canada,1
427520,102117,19.0, usa,0
455106,109388,23.0, usa,0
466208,111241,, usa,0
471069,112818,15.0,,
506475,123220,25.0,,
508701,123825,, canada,1
535664,129084,39.0, usa,0
538888,129474,50.0,,
555541,133744,33.0, usa,0
559407,134900,39.0, usa,0
570179,136791,34.0, usa,0
582658,140255,21.0, usa,0
600294,144925,32.0, usa,0
616244,148934,31.0, usa,0
627112,152186,33.0, canada,1
639076,154070,38.0, usa,0
655403,158846,54.0, usa,0
667747,162562,29.0, usa,0
672589,163612,, canada,1
680118,165516,26.0, usa,0
687292,167471,29.0, canada,1
688102,167644,25.0, usa,0
702452,170810,40.0, canada,1
710228,172216,, canada,1
718407,173860,48.0, usa,0
726417,175185,41.0, canada,1
730235,176459,30.0, canada,1
731039,176785,, usa,0
744869,180042,63.0, canada,1
756706,182993,40.0, usa,0
763461,184629,, usa,0
771942,186899,24.0, usa,0
787179,190459,40.0, usa,0
832605,201323,20.0, usa,0
843788,204393,23.0, usa,0
850904,205735,26.0, usa,0
910895,221870,45.0, usa,0
922135,224626,30.0, usa,0
930297,225938,46.0, usa,0
942316,228311,32.0, usa,0
963395,232461,, usa,0
990808,238179,, usa,0
1021535,244874,29.0, usa,0
1045156,250006,36.0, usa,0
1062578,253871,26.0, usa,0
1088455,260936,, canada,1
1094384,262469,52.0, usa,0
1111277,266419,36.0, usa,0
1113866,267033,, usa,0
1126317,270070,35.0, usa,0
1133463,272002,31.0, usa,0
1147972,276050,30.0, usa,0
389329,94087,, usa,0
779666,189080,28.0, usa,0
1016605,243700,, usa,0
127927,29526,26.0, usa,0
372786,89391,, usa,0
844534,204571,, usa,0
1071316,256133,52.0, usa,0
66840,13664,, usa,0
475528,113904,31.0, usa,0
476503,114007,, usa,0
1093254,262311,53.0, canada,1
153490,35050,33.0, usa,0
549415,131686,27.0, canada,1
592370,142826,26.0, usa,0
62971,12784,57.0, usa,0
90172,20106,31.0, usa,0
105417,24052,, usa,0
192612,42847,71.0, usa,0
210652,49109,38.0, usa,0
261609,60253,, usa,0
297545,70435,, usa,0
345996,82720,, usa,0
429030,102564,54.0, usa,0
445462,106849,39.0, usa,0
530633,127970,, usa,0
569939,136616,, usa,0
621173,150498,38.0, usa,0
644916,155989,39.0, usa,0
683263,166391,60.0, usa,0
729931,176256,32.0, usa,0
764324,185071,33.0, usa,0
910675,221777,26.0, usa,0
954612,230708,43.0, usa,0
1018017,243984,40.0,,
1092508,262051,,,
1121830,269353,54.0, usa,0
20281,3814,, usa,0
25258,6102,28.0, usa,0
35574,8454,, usa,0
67628,13995,, australia,4
110541,25561,60.0, usa,0
172670,37556,, usa,0
175413,37989,57.0, usa,0
236012,54968,, netherlands,8
251562,57267,, usa,0
325589,77491,25.0, usa,0
345049,82407,, usa,0
352950,84897,, usa,0
578683,139243,, usa,0
589058,142143,32.0, australia,4
603807,145737,40.0, usa,0
687535,167478,28.0, australia,4
707960,171970,, usa,0
793641,191841,33.0, usa,0
884371,213191,, usa,0
901836,218411,45.0, united kingdom,3
944265,228789,44.0, united kingdom,3
1037383,248003,, canada,1
1078081,258011,29.0, australia,4
1100028,264152,, usa,0
1101784,264411,, netherlands,8
352351,84729,55.0, usa,0
403826,97721,46.0, usa,0
1024362,245650,, usa,0
88437,19493,,,
156951,35857,36.0, usa,0
277015,65068,61.0, usa,0
903988,219219,, usa,0
1017110,243814,41.0, usa,0
1202,277203,8.0, usa,0
84521,17926,, usa,0
299879,71261,29.0, usa,0
473387,113475,36.0, usa,0
507655,123608,17.0, usa,0
1149115,276579,12.0, usa,0
88277,19422,37.0, usa,0
655133,158688,, usa,0
959002,231827,32.0, usa,0
107089,24627,36.0, usa,0
129726,30131,25.0, usa,0
207142,47779,, usa,0
435870,104399,29.0, usa,0
448398,107514,8.0, usa,0
960271,232052,26.0, usa,0
1052506,251467,8.0, usa,0
1098254,263637,37.0, usa,0
1135141,272897,, usa,0
1136522,273344,37.0, usa,0
351776,84427,58.0, usa,0
428407,102359,, usa,0
538954,129494,14.0, usa,0
163165,35921,8.0, usa,0
1056380,252233,22.0, usa,0
1083652,259249,, usa,0
552883,132836,57.0, usa,0
622594,150968,47.0, usa,0
662893,160819,43.0, usa,0
1032357,246655,, usa,0
186142,40943,40.0, usa,0
269350,62592,, usa,0
352135,84671,43.0, canada,1
497264,119749,5.0, usa,0
489739,116599,29.0, iran,
565263,135799,50.0, usa,0
327296,77940,, malaysia,10
1025662,245827,,,
85939,18172,36.0, usa,0
453940,108799,, usa,0
958115,231340,37.0, usa,0
1086526,260067,32.0, usa,0
10001,243,, usa,0
88633,19573,69.0, usa,0
89963,20034,33.0, switzerland,9
95122,21257,, usa,0
97316,22045,, usa,0
97418,22074,, usa,0
106681,24525,28.0, usa,0
121944,28144,, usa,0
133026,30594,25.0, usa,0
135522,30968,65.0, usa,0
136070,30994,, usa,0
148554,33474,, usa,0
149261,33816,33.0, canada,1
150735,33981,46.0, usa,0
155403,35707,, germany,2
171806,37311,, usa,0
180584,39374,, usa,0
189679,41781,54.0, usa,0
192170,42597,52.0, usa,0
201395,45302,, usa,0
212321,49289,, canada,1
233169,53846,55.0, usa,0
235776,54889,, usa,0
256688,59267,, usa,0
279186,66055,32.0, usa,0
282149,67187,58.0, canada,1
302284,72100,37.0, usa,0
310051,74286,23.0, usa,0
324823,77261,, usa,0
336107,79958,56.0, usa,0
340038,81136,41.0, usa,0
359033,86368,, usa,0
359946,86680,38.0, usa,0
374727,90049,30.0, canada,1
381201,92278,44.0, usa,0
391144,94519,, van wert,
427532,102129,29.0, usa,0
437967,104665,30.0, usa,0
460857,110661,27.0, usa,0
466606,111536,, usa,0
474507,113531,63.0, usa,0
474763,113630,56.0, usa,0
503930,122440,29.0, canada,1
523237,126783,44.0, united kingdom,3
529740,127621,41.0, usa,0
539146,129505,, usa,0
572615,137684,, usa,0
574932,138379,51.0, usa,0
582777,140340,42.0,,
586801,141710,, usa,0
607721,146855,, usa,0
610423,147839,47.0, usa,0
611652,147947,, canada,1
647726,156467,38.0, usa,0
676995,164728,, usa,0
721154,174322,36.0, united kingdom,3
722137,174700,47.0, canada,1
768162,185384,, usa,0
776555,187904,35.0, usa,0
800035,194273,51.0, usa,0
802802,195008,29.0, canada,1
824779,199095,58.0, usa,0
832824,201383,, usa,0
840411,203598,41.0, usa,0
845541,204844,, usa,0
859421,207835,57.0,,
860727,208147,41.0, usa,0
862677,208620,54.0, usa,0
870148,210573,, usa,0
875399,211944,42.0,,
888006,213873,57.0, canada,1
891824,215256,34.0, usa,0
891964,215359,57.0, usa,0
899461,217468,23.0, singapore,14
899825,217673,34.0, usa,0
908403,220717,, usa,0
942982,228681,, usa,0
963928,232756,34.0, usa,0
965409,233427,, usa,0
989059,238010,29.0, usa,0
1005426,241513,, usa,0
1011553,242618,, usa,0
1020987,244710,30.0, usa,0
1042847,249695,35.0, canada,1
1047303,250454,, usa,0
1060524,253310,38.0, usa,0
1080067,258270,," okinawa, japan",
1083037,259066,56.0, usa,0
1084527,259380,, usa,0
1107598,265656,41.0, usa,0
1129403,271086,, canada,1
1136460,273318,, usa,0
1147663,276017,38.0, usa,0
1148011,276071,27.0, usa,0
24819,5903,25.0, austria,12
210556,49061,, usa,0
843987,204470,60.0, usa,0
875167,211919,38.0, usa,0
1030066,246311,35.0, usa,0
1149396,276670,30.0, canada,1
41450,10532,29.0, united kingdom,3
309096,73923,29.0, usa,0
963529,232579,38.0, usa,0
88674,19605,, usa,0
99364,23020,28.0, usa,0
147347,33030,39.0, usa,0
197669,43907,54.0, usa,0
314113,75777,28.0, china,
325906,77724,43.0, usa,0
337977,80661,,,
353538,85256,37.0, usa,0
474614,113568,, usa,0
488774,116448,, usa,0
507120,123468,42.0, canada,1
514527,124876,23.0, usa,0
576775,138813,, usa,0
578184,139070,30.0, usa,0
595979,143715,32.0, usa,0
640343,154487,, usa,0
665097,161744,, usa,0
706715,171475,44.0, usa,0
759877,183985,, usa,0
776011,187761,, usa,0
911093,221948,36.0, usa,0
932910,226491,, usa,0
943382,228764,39.0, usa,0
981738,236112,, usa,0
1043382,249848,, usa,0
1128528,270801,56.0, usa,0
1129039,270863,, usa,0
119012,27352,, usa,0
192735,42902,30.0, australia,4
348473,83252,, usa,0
398334,95903,27.0, usa,0
501891,121547,, usa,0
640509,154553,23.0, usa,0
856659,207148,42.0, usa,0
861873,208415,37.0, usa,0
913623,222614,59.0, usa,0
1100506,264317,25.0, portugal,7
1106738,265487,75.0, usa,0
1125614,269835,25.0, usa,0
20406,3827,23.0, usa,0
184826,40647,40.0, united kingdom,3
265853,61427,, usa,0
611598,147900,32.0, usa,0
726634,175271,55.0, usa,0
739954,178880,, usa,0
742245,179730,, usa,0
1078162,258083,, usa,0
1145886,275758,, usa,0
149955,33958,,,
251008,57108,38.0, usa,0
278450,65663,32.0, usa,0
370725,88793,25.0, usa,0
381358,92346,33.0, usa,0
423468,101150,, usa,0
451317,108155,29.0, usa,0
466490,111444,," dc, usa",
487274,115907,37.0, usa,0
491512,117255,29.0, usa,0
572057,137588,, usa,0
577853,138906,37.0, canada,1
798613,193612,30.0, usa,0
831614,201036,, usa,0
872975,211426,24.0, usa,0
882656,212923,34.0, usa,0
927472,225610,28.0, usa,0
1012135,242812,18.0, usa,0
1102744,264657,23.0, usa,0
1132817,271705,25.0, usa,0
200201,44842,,,
269683,62755,50.0, usa,0
279264,66100,46.0, usa,0
303932,72770,32.0, australia,4
498585,120333,35.0, usa,0
602693,145543,28.0, usa,0
616088,148898,24.0, usa,0
628901,152605,34.0, usa,0
664998,161662,32.0, usa,0
669474,162641,24.0, usa,0
921286,224430,, usa,0
940633,227681,27.0, germany,2
1090095,261327,24.0, usa,0
1120410,268882,37.0, usa,0
118816,27204,18.0, usa,0
123402,28454,50.0, usa,0
253856,58389,57.0, usa,0
265488,61211,65.0, usa,0
452763,108405,49.0,,
573924,138097,35.0, usa,0
700657,170522,48.0, canada,1
911286,222034,, usa,0
947763,229454,24.0, usa,0
1041522,249150,42.0,,
2992,277901,40.0, usa,0
11575,805,34.0, usa,0
12579,1261,46.0, usa,0
13096,1548,28.0, usa,0
22545,4795,18.0, usa,0
40645,10199,17.0, australia,4
41299,10447,, usa,0
63010,12811,, usa,0
67789,14079,41.0, spain,5
82979,17183,23.0, spain,5
98158,22464,, usa,0
112565,26057,18.0, canada,1
115837,26544,37.0, usa,0
118886,27265,32.0, portugal,7
127043,29259,39.0, usa,0
131012,30316,, usa,0
142955,32028,, usa,0
151694,34539,29.0, usa,0
188420,41449,, usa,0
224548,52574,, usa,0
231870,53456,,,
271670,63389,25.0, usa,0
312436,75149,36.0, usa,0
320024,76482,, usa,0
327702,78236,40.0, usa,0
337309,80516,36.0, usa,0
339778,81088,18.0, united kingdom,3
354595,85526,36.0, canada,1
371699,89057,, usa,0
375491,90259,, usa,0
375803,90391,41.0, usa,0
386669,93241,, usa,0
391095,94494,24.0, usa,0
401430,96554,36.0, spain,5
402587,96970,42.0, usa,0
421626,100832,28.0, united kingdom,3
433587,103336,55.0, usa,0
454671,109135,29.0, usa,0
459440,110267,39.0, canada,1
460137,110440,29.0, usa,0
469571,112093,35.0, usa,0
477453,114279,42.0, united kingdom,3
493255,118135,29.0, portugal,7
502517,121817,38.0, usa,0
517135,125256,, usa,0
538497,129399,, usa,0
540816,129883,23.0, usa,0
563938,135411,34.0,,
588489,142062,41.0, usa,0
589429,142256,52.0, canada,1
599992,144799,, usa,0
608035,147045,28.0, usa,0
629513,152942,31.0, usa,0
630060,153079,26.0, spain,5
